# water_k, water_j,reference_k
281.971598,181257090.1,275.051821
281.965653,223420164,275.014949
281.956802,262316670.6,274.970524
281.945763,299907671.3,274.920525
281.933602,261931063.1,274.945011
281.929059,220913925.8,275.041006
281.932065,181614453.6,275.195188
281.942119,146651532,275.396038
281.95843,125841716.9,275.63123
281.979286,107635952.4,275.893644
282.0042,92307220.13,276.176353
282.032532,75352920.51,276.474009
282.064003,66363792.63,276.78208
282.097354,58293446.1,277.095346
282.133361,50799562.45,277.409052
282.172558,44096532.91,277.718819
282.214283,19353579.57,278.01843
282.259577,-1035184.098,278.304196
282.307422,-18409354.23,278.573021
282.356915,-38563270.69,278.822353
282.407688,-24687197.62,279.04916
282.456007,-13690482.05,279.251186
282.501536,-59078.54967,279.425384
282.543448,12729485.77,279.569532
282.581255,28264032.79,279.679362
282.614179,40987608.99,279.754056
282.641994,55515168.12,279.791772
282.664117,69236735.49,279.791388
282.680294,97539127.79,279.752446
282.688993,123194683.5,279.674063
282.69044,145006416.7,279.555673
282.685219,164797915.4,279.397086
282.674097,159611603.1,279.198752
282.660406,156792166.3,278.96169
282.645522,152528315.5,278.69
282.630999,144490412.9,278.440547
282.617256,126846429,278.236867
282.605169,104385418,278.068925
282.595172,80957336.46,277.930182
282.587348,60273242.78,277.815832
282.581439,116037803.8,277.704884
282.570451,172986118.2,277.598184
282.554291,226161065.2,277.496003
282.533321,271961755.6,277.398629
282.508229,301972125.7,277.291021
282.480472,329366407,277.177387
282.450296,354516877.8,277.060162
282.419445,377491294.5,276.940948
282.392777,342101513.3,276.846397
282.373345,309234205.4,276.770624
282.358474,275928906.7,276.710828
282.346877,239406401.3,276.665766
282.338095,254543167.6,276.617772
282.326914,273225615,276.568649
282.313765,288154635.1,276.519957
282.299485,303551780.9,276.472122
282.284236,321423663.6,276.421687
282.267915,336702223.1,276.370109
282.250879,351710490.5,276.317829
282.233169,368859610.8,276.264671
282.214594,365914864.3,276.214565
282.197035,360452523.8,276.167235
282.180907,357560710.7,276.121723
282.165956,355000924.5,276.077821
282.138083,620951251.7,275.892335
282.10107,621418677.8,275.74278
282.069728,614674347.9,275.61514
282.042314,611575821.8,275.502251
282.017236,609846827.1,275.400672
281.993751,570427716.1,275.319547
281.974933,531331831.8,275.255749
281.959736,487717420,275.2084
281.947969,442117167.9,275.176687
281.939446,386499104.2,275.156448
281.934787,329001053.3,275.147477
281.933726,269858442.6,275.149539
281.936059,209058575.5,275.162435
281.941626,200205224.9,275.166577
281.945403,192576616.1,275.165593
281.948094,188625580.3,275.160906
281.949787,180662983.6,275.154155
281.951171,154630286.5,275.149128
281.954026,125216451.1,275.145947
281.958404,99671053.88,275.143923
281.963753,74674266.98,275.143044
281.969984,85183056.81,275.1393
281.973825,95170445.5,275.133658
281.976003,102108851.8,275.127117
281.977158,111831731,275.119462
281.977203,118609138.6,275.110487
281.976586,125074538.1,275.100504
281.975403,131361637.3,275.089722
281.973727,137499252.4,275.078291
281.971617,181262515,275.051821
281.965672,223425359.2,275.014949
281.956821,262321649.1,274.970524
281.945782,299912426.3,274.920525
281.933622,261935833,274.945011
281.929079,220918712.7,275.041006
281.932084,181619254.6,275.195188
281.942138,146656344.9,275.396038
281.958449,125846660.7,275.63123
281.979305,107641016.9,275.893644
282.00422,92312410.69,276.176353
282.032551,75358234.04,276.474009
282.064022,66369105.14,276.78208
282.097373,58298754.78,277.095346
282.13338,50804867.73,277.409052
282.172577,44101710.96,277.718819
282.214301,19358861.96,278.01843
282.259595,-1029804.795,278.304196
282.307439,-18403899.89,278.573021
282.356932,-38557746.33,278.822353
282.407704,-24681825.31,279.04916
282.456023,-13685263.52,279.251186
282.501552,-54009.34207,279.425384
282.543462,12734410.16,279.569532
282.58127,28268910.19,279.679362
282.614193,40992431.37,279.754056
282.642007,55519938.55,279.791772
282.66413,69241450.27,279.791388
282.680306,97543618.49,279.752446
282.689006,123198956.6,279.674063
282.690452,145010489.8,279.555673
282.685231,164801793.4,279.397086
282.674108,159615441.6,279.198752
282.660417,156795961.5,278.96169
282.645532,152532070.2,278.69
282.631009,144494124.9,278.440547
282.617266,126850031.7,278.236867
282.605179,104388913.2,278.068925
282.595182,80960728.18,277.930182
282.587358,60276534.91,277.815832
282.581448,116040775.1,277.704884
282.57046,172988785.2,277.598184
282.5543,226163444.9,277.496003
282.533329,271963870.7,277.398629
282.508237,301974195.3,277.291021
282.48048,329368437.1,277.177387
282.450304,354518869.6,277.060162
282.419455,377493248.8,276.940948
282.392789,342104222.5,276.846397
282.373358,309237372.6,276.770624
282.358487,275932350,276.710828
282.34689,239410015,276.665766
282.338108,254546643.6,276.617772
282.326927,273228919.8,276.568649
282.313778,288157765,276.519957
282.299498,303554726.6,276.472122
282.284249,321426588,276.421687
282.267928,336705126.3,276.370109
282.250892,351713370,276.317829
282.233182,368862465.2,276.264671
282.214606,365917693.1,276.214565
282.197047,360455326.8,276.167235
282.18092,357563488.1,276.121723
282.165969,355003784.4,276.077821
